,prompt,completion,brief_type,data_type,file_path,file_name
874,"The lawsuit was filed in the U.S. District Court for the Southern District of Florida. It was filed by Industrial Heat, LLC and IPHINTERNATIONAL B.V. and other third-party defendants. The case was brought by industrial heat against IPH, LLC, IPH International, Inc. and several other third parties. The Florida Deceptive and Unfair Trade Practices Act, or FDUTPA, is the subject of the case. It is being heard by a federal court in Miami, Florida, and is expected to last up to six weeks. The hearing is scheduled for October 18, 2016, at 10:30 a.m. (10:30 p.m., EST) and October 19, 2016 (11:30 am, EST)
 Judgment -->", deny,opposition,train,874,gov.uscourts.flsd.481715.68.0.txt
875,"Function Media, L.L.C. v. Google, Inc. et al is a civil case in the U.S. District Court for the Eastern District of Texas. Google has filed a Daubert Motion to exclude certain Testimony and Opinions of Mr. Walter Bratic. The hearing on Google’s Motion is set for January 5, 2010, so that Google can adequately prepare for the January 19, 2010 trial. Function Media opposes this request on the basis that “a condensed schedule in the midst of expert depositions and Christmas so that the hearing can be on January 5 is prejudicial.” The proposed schedule, however, is not prejudicial to Function Media, whose opposition is due before Christmas. Google requests that the Court grant its request.
 Judgment -->", deny,support,test,618,gov.uscourts.txed.104068.321.0.txt
876,"Google has proposed a hearing date on this issue on January 5, at the same time as the currently-scheduled hearing over exhibit and deposition objections. Such a schedule makes no sense given the timing and the expert discovery here. Google proposes to significantly shorten Function Media's time to respond to Google's forthcoming motion, while also placing the response period at a uniquely inconvenient and burdensome time. Function Media intends to file a Daubert motion of its own against Google's damages expert, Mr. Wagner. Google complains that it would be unfair to hear its motion later, because it requires clarity on the Dauberl issues for its pretrial preparation. Google suggested pushing back the various dates for expert reports -- on four different occasions. Google's motion does not seek to require Function Media to move against Mr. Bratic early. But because Google knows that Function Media will not file by December 16, Google seeks a tactical advantage in having its Daubers heard before Function Media.
 Judgment -->", deny,opposition,test,618,gov.uscourts.txed.104068.322.0.txt
877,"iGames Entertainment, Inc. is suing QuikTrip for breach of contract. QuakTrip is seeking to terminate a loan to the company. The terms of the loan were not disclosed at the time of the suit. The case is being heard in the United States District Court for the District of Delaware. The hearing is scheduled for March 15, 2005, at 10 a.m. ET. A verdict is expected by March 16, 2005 at 12:30 p.m., or if not, the hearing will be adjourned until at least March 19, 2005. The trial is expected to last two days. The jury will hear testimony from both sides before a decision is returned on March 20, 2005 and the trial will conclude on March 21, 2005 (if not sooner).
 Judgment -->", grant,support,train,1181,gov.uscourts.ded.7532.100.0.txt
878,"iGames Entertainment, Inc. (“iGames”) moves the Court for an orderprecluding in part the testimony of Defendants’ proposed expert, John Thomas Shopa. iGames respectfully requests that the Court.preclude Mr. Shopa from testifying as to his interpretation of the legal effect of the terms of a.Term Loan Note between the parties and in particular, barring him from offering an opinion that.iGames was in default of its alleged obligations under the parties’ Term Loan Note on March 12, 2004. Case 1:04-cv-00180-KAJ (iGames v. Quitex & CHEX Services, Inc.) (i games v. quitex) (quitex. and chx.services. Inc.)
 Judgment -->", grant,support,train,1181,gov.uscourts.ded.7532.99.0.txt
879,"iGames Entertainment, Inc., v. Chex Services, Inc. and Equitex, Inc, is a case brought in the U.S. District Court for the District of Delaware. iGAMES is seeking a temporary restraining order to prevent the sale of the company to another company. The case was filed on March 28, 2005, and settled on March 31, 2005. The judge ruled in favor of iGames, and the jury was unable to reach a verdict because of the nature of the case. The verdict was returned to the defendants, and they appealed to the Supreme Court, which ruled in their favor on March 30, 2006. The ruling was upheld on March 29, 2007, when the jury returned a verdict of not guilty. The jury was not able to reach any verdicts because the case was not decided on appeal.
 Judgment -->", grant,opposition,train,1181,gov.uscourts.ded.7532.108.0.txt
880,"The defendant is a citizen of Utah, the plaintiff is incorporated in Nevada, and the other named defendants are citizens of various states other than Utah, Nevada or Hawaii. Title 28 of the U.S. Code, 0x00A7 1332, reads in pertinent part: The district courts shail have original jurisdiction of all. civil actions where the matter in controversy exceeds the. sum or value of $75,000, exclusive of interest and costs, and is between. citizens of different States. The applicable state law pertaining to corporations is the Nevada Revised Statutes (NRS), though similar laws exist in all 50 states pertaining. to corporations incorporated in those other states. Stockholders' application for injunction and appointment of receiver when corporation mismanaged. A Receiver can be appointed when a case is filed in federal Bankruptcy Court for dissolution or reorganization.
 Judgment -->", deny,support,train,901,gov.uscourts.utd.81811.60.0.txt
881,"WBGI spent approximately $700,000 on lawyers (with most going to a college crony of defendant Michie) in its attack upon the WBGI founder for the purpose of avoiding the liability to the plaintiff herein. The motion is based upon the First Amended Complaint filed herein, as well as the earlier filed affidavits in support of prior motions, and upon the Memorandum ofLaw in Support of AppOintment of Cal Andrus as Receiver to be filed as Receiver. It also seeks to bar WBGI from making any further payments to attorneys or law firms until it has satisfied the outstanding appellate decision rendered against it by the Intermediate Court of Appeals in Hawaii earlier this year. In addition, the motion seeks to disqualify WBGI's current management team, who are engaged in extensive wrongdoing, including criminal conduct.
 Judgment -->", deny,support,train,901,gov.uscourts.utd.81811.59.0.txt
882,"Walter L. WAGNER, a U.S. District Court judge in Utah, filed a motion to appoint CAL ANDRUS as a receiver. The motion was filed on July 3, 2012 on defendants' counsel's behalf. It was filed July 9, 2012. The application was settled on July 6, 2012, and the motion was submitted on July 9. The petition was filed by Judge Clark WaddoulPs. Judge Paul Warner. Case 2:11-cv-00784-CW-PMW Document 67 Filed 07/09/12 Page 1 of 2. Case: 11 cv00784.2: 11:11 cv0006:11:11. CERTIFICATE OF SERVICE. Petitioner: Walter L. Wagner.
 Judgment -->", deny,support,train,901,gov.uscourts.utd.81811.67.0.txt
883,"World Botanical Gardens, Inc. is a Nevada-based company. The company is accused of fraud, waste and mismanagement. The plaintiff, Walter Wagner, has brought a Motion for Appointment of Cal Andrus as Receiver and to Bar WBGI Payments. The motion was denied on the grounds that Wagner lacks standing to bring the Motion and simply lacks a shareholder for the appointment of a receiver under Nevada law. WBGI's Motion raises similar issues to those already raised in the fraud and waste section of Plaintiff's Complaint. In Wagner v. WorldBotanical Gardens Inc., OWEWELL P. OWELL, PLAINTIFF, DOES NOT WON'T DENY THE MOTION. The Motion was denied and the Motion was dismissed on the basis that Wagner does not have standing.
 Judgment -->", deny,opposition,train,901,gov.uscourts.utd.81811.68.0.txt
884,"The case was styled Keehan Tennessee Investment LLC, et al. v. Guardian Capital Advisors, Inc., et al and bearing Case No. 14 C331515. Defendants removed the action on May 8, 201, from the Northern District of Ohio, Northern Division, Eastern Division. The parties filed an amended statement of removal showing the citizenship of the parties does not exist. On January 21, 2015, this Court ordered Defendants to conduct jurisdictional.discovery and file an amended. statement of. removal showing that the citizenship does not. exist. The grounds for this Motion — that this Court lacks subject matter jurisdiction -- are discussed in the paragraphs below. The Motion to remand this action to the Lorain County, Ohio Court of. commonplace.Common Pleas and require Defendants to pay Plaintiffs'. expenses, actual expenses, and attorney fees incurred as a result of the improper removal.
 Judgment -->", grant,support,train,1009,gov.uscourts.nvd.103527.73.0.txt
885,"Plaintiffs are barred from litigating in Ohio under the parties' ""Loan Commitment Term. Term. 2:14-cv-00500-RCJ-WGC Document 75 Filed 03/25/15. The parties acknowledge and consent to the exclusive jurisdiction of. Reno, Nevada ... [for] all matters arising out of or related [to] ... [tJhis] Term Sheet and the Loan Documents. Atlantic Marine. Co., Inc. v. United States Dist. Court for Western Dist. of Texas, -- U.S. ---, 134 S.Ct. 568, 568 (2013), omitted. Plaintiffs' motion to remand this case to Lorain County, Ohio, should be denied, except in unusual cases.
 Judgment -->", grant,opposition,train,1009,gov.uscourts.nvd.103527.75.0.txt
